session_id,agent_id,name,type,status,progress,output,created_at,updated_at
SUB-1752401813113-pvijphhn,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T10:16:53.119Z,2025-07-13T10:16:53.119Z
SUB-1752401813113-pvijphhn,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T10:16:53.121Z,2025-07-13T10:16:53.121Z
SUB-1752401813113-pvijphhn,6,Email Sender Agent,sender,pending,0,{},2025-07-13T10:16:53.122Z,2025-07-13T10:16:53.122Z
SUB-1752401813113-pvijphhn,7,Final Decision Agent,decider,pending,0,{},2025-07-13T10:16:53.123Z,2025-07-13T10:16:53.123Z
SUB-1752402235734-2uomqj08,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T10:23:55.735Z,2025-07-13T10:24:01.760Z
SUB-1752402235734-2uomqj08,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T10:23:55.736Z,2025-07-13T10:24:21.435Z
SUB-1752402235734-2uomqj08,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T10:23:55.737Z,2025-07-13T10:23:55.737Z
SUB-1752402235734-2uomqj08,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T10:23:55.738Z,2025-07-13T10:23:55.738Z
SUB-1752402235734-2uomqj08,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T10:23:55.739Z,2025-07-13T10:23:55.739Z
SUB-1752402235734-2uomqj08,6,Email Sender Agent,sender,pending,0,{},2025-07-13T10:23:55.740Z,2025-07-13T10:23:55.740Z
SUB-1752402235734-2uomqj08,7,Final Decision Agent,decider,pending,0,{},2025-07-13T10:23:55.741Z,2025-07-13T10:23:55.741Z
SUB-1752407134053-nbd5vdoo,1,Data Extraction Agent,extractor,running,0,{},2025-07-13T11:45:34.054Z,2025-07-13T11:45:36.085Z
SUB-1752407134053-nbd5vdoo,2,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T11:45:34.065Z,2025-07-13T11:45:34.065Z
SUB-1752407134053-nbd5vdoo,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T11:45:34.074Z,2025-07-13T11:45:34.074Z
SUB-1752407134053-nbd5vdoo,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T11:45:34.077Z,2025-07-13T11:45:34.077Z
SUB-1752407134053-nbd5vdoo,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T11:45:34.078Z,2025-07-13T11:45:34.078Z
SUB-1752407134053-nbd5vdoo,6,Email Sender Agent,sender,pending,0,{},2025-07-13T11:45:34.080Z,2025-07-13T11:45:34.080Z
SUB-1752407134053-nbd5vdoo,7,Final Decision Agent,decider,pending,0,{},2025-07-13T11:45:34.082Z,2025-07-13T11:45:34.082Z
SUB-1752407533989-4wlc6hii,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T11:52:13.990Z,2025-07-13T11:52:20.022Z
SUB-1752407533989-4wlc6hii,2,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T11:52:13.991Z,2025-07-13T11:52:13.991Z
SUB-1752407533989-4wlc6hii,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T11:52:13.994Z,2025-07-13T11:52:13.994Z
SUB-1752407533989-4wlc6hii,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T11:52:14.005Z,2025-07-13T11:52:14.005Z
SUB-1752407533989-4wlc6hii,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T11:52:14.008Z,2025-07-13T11:52:14.008Z
SUB-1752407533989-4wlc6hii,6,Email Sender Agent,sender,pending,0,{},2025-07-13T11:52:14.009Z,2025-07-13T11:52:14.009Z
SUB-1752407533989-4wlc6hii,7,Final Decision Agent,decider,pending,0,{},2025-07-13T11:52:14.010Z,2025-07-13T11:52:14.010Z
SUB-1752407809927-dip1ckcc,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T11:56:49.928Z,2025-07-13T11:56:55.967Z
SUB-1752407809927-dip1ckcc,2,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T11:56:49.929Z,2025-07-13T11:56:49.929Z
SUB-1752407809927-dip1ckcc,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T11:56:49.931Z,2025-07-13T11:56:49.931Z
SUB-1752407809927-dip1ckcc,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T11:56:49.941Z,2025-07-13T11:56:49.941Z
SUB-1752407809927-dip1ckcc,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T11:56:49.943Z,2025-07-13T11:56:49.943Z
SUB-1752407809927-dip1ckcc,6,Email Sender Agent,sender,pending,0,{},2025-07-13T11:56:49.945Z,2025-07-13T11:56:49.945Z
SUB-1752407809927-dip1ckcc,7,Final Decision Agent,decider,pending,0,{},2025-07-13T11:56:49.949Z,2025-07-13T11:56:49.949Z
SUB-1752411289158-0siw0h6k,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T12:54:49.160Z,2025-07-13T12:54:55.186Z
SUB-1752411289158-0siw0h6k,2,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T12:54:49.161Z,2025-07-13T12:54:49.161Z
SUB-1752411289158-0siw0h6k,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T12:54:49.171Z,2025-07-13T12:54:49.171Z
SUB-1752411289158-0siw0h6k,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T12:54:49.172Z,2025-07-13T12:54:49.172Z
SUB-1752411289158-0siw0h6k,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T12:54:49.174Z,2025-07-13T12:54:49.174Z
SUB-1752411289158-0siw0h6k,6,Email Sender Agent,sender,pending,0,{},2025-07-13T12:54:49.175Z,2025-07-13T12:54:49.175Z
SUB-1752411289158-0siw0h6k,7,Final Decision Agent,decider,pending,0,{},2025-07-13T12:54:49.175Z,2025-07-13T12:54:49.175Z
SUB-1752411311758-0b8azl7l,8,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T12:55:11.762Z,2025-07-13T12:55:17.787Z
SUB-1752411311758-0b8azl7l,9,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T12:55:11.762Z,2025-07-13T12:55:11.762Z
SUB-1752411311758-0b8azl7l,10,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T12:55:11.774Z,2025-07-13T12:55:11.774Z
SUB-1752411311758-0b8azl7l,11,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T12:55:11.774Z,2025-07-13T12:55:11.774Z
SUB-1752411311758-0b8azl7l,12,Email Draft Agent,drafter,pending,0,{},2025-07-13T12:55:11.775Z,2025-07-13T12:55:11.775Z
SUB-1752411311758-0b8azl7l,13,Email Sender Agent,sender,pending,0,{},2025-07-13T12:55:11.776Z,2025-07-13T12:55:11.776Z
SUB-1752411311758-0b8azl7l,14,Final Decision Agent,decider,pending,0,{},2025-07-13T12:55:11.777Z,2025-07-13T12:55:11.777Z
SUB-1752412594775-imhjwrsu,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T13:16:34.785Z,2025-07-13T13:16:40.825Z
SUB-1752412594775-imhjwrsu,2,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T13:16:34.786Z,2025-07-13T13:16:34.786Z
SUB-1752412594775-imhjwrsu,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T13:16:34.788Z,2025-07-13T13:16:34.788Z
SUB-1752412594775-imhjwrsu,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T13:16:34.789Z,2025-07-13T13:16:34.789Z
SUB-1752412594775-imhjwrsu,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T13:16:34.790Z,2025-07-13T13:16:34.790Z
SUB-1752412594775-imhjwrsu,6,Email Sender Agent,sender,pending,0,{},2025-07-13T13:16:34.797Z,2025-07-13T13:16:34.797Z
SUB-1752412594775-imhjwrsu,7,Final Decision Agent,decider,pending,0,{},2025-07-13T13:16:34.800Z,2025-07-13T13:16:34.800Z
SUB-1752412676141-uovo0035,8,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T13:17:56.143Z,2025-07-13T13:18:02.221Z
SUB-1752412676141-uovo0035,9,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T13:17:56.146Z,2025-07-13T13:18:22.564Z
SUB-1752412676141-uovo0035,10,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T13:17:56.166Z,2025-07-13T13:17:56.166Z
SUB-1752412676141-uovo0035,11,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T13:17:56.176Z,2025-07-13T13:17:56.176Z
SUB-1752412676141-uovo0035,12,Email Draft Agent,drafter,pending,0,{},2025-07-13T13:17:56.179Z,2025-07-13T13:17:56.179Z
SUB-1752412676141-uovo0035,13,Email Sender Agent,sender,pending,0,{},2025-07-13T13:17:56.188Z,2025-07-13T13:17:56.188Z
SUB-1752412676141-uovo0035,14,Final Decision Agent,decider,pending,0,{},2025-07-13T13:17:56.202Z,2025-07-13T13:17:56.202Z
SUB-1752412784471-1epbd5co,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T13:19:44.473Z,2025-07-13T13:19:50.545Z
SUB-1752412784471-1epbd5co,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T13:19:44.476Z,2025-07-13T13:20:05.504Z
SUB-1752412784471-1epbd5co,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T13:19:44.480Z,2025-07-13T13:19:44.480Z
SUB-1752412784471-1epbd5co,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T13:19:44.499Z,2025-07-13T13:19:44.499Z
SUB-1752412784471-1epbd5co,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T13:19:44.501Z,2025-07-13T13:19:44.501Z
SUB-1752412784471-1epbd5co,6,Email Sender Agent,sender,pending,0,{},2025-07-13T13:19:44.502Z,2025-07-13T13:19:44.502Z
SUB-1752412784471-1epbd5co,7,Final Decision Agent,decider,pending,0,{},2025-07-13T13:19:44.503Z,2025-07-13T13:19:44.503Z
SUB-1752417409149-gov3b851,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T14:36:49.159Z,2025-07-13T14:36:55.185Z
SUB-1752417409149-gov3b851,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T14:36:49.161Z,2025-07-13T14:37:39.289Z
SUB-1752417409149-gov3b851,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T14:36:49.164Z,2025-07-13T14:36:49.164Z
SUB-1752417409149-gov3b851,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T14:36:49.166Z,2025-07-13T14:36:49.166Z
SUB-1752417409149-gov3b851,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T14:36:49.168Z,2025-07-13T14:36:49.168Z
SUB-1752417409149-gov3b851,6,Email Sender Agent,sender,pending,0,{},2025-07-13T14:36:49.169Z,2025-07-13T14:36:49.169Z
SUB-1752417409149-gov3b851,7,Final Decision Agent,decider,pending,0,{},2025-07-13T14:36:49.170Z,2025-07-13T14:36:49.170Z
SUB-1752418845471-o84w11hk,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T15:00:45.486Z,2025-07-13T15:00:51.549Z
SUB-1752418845471-o84w11hk,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:00:45.495Z,2025-07-13T15:03:01.380Z
SUB-1752418845471-o84w11hk,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T15:00:45.510Z,2025-07-13T15:00:45.510Z
SUB-1752418845471-o84w11hk,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T15:00:45.512Z,2025-07-13T15:00:45.512Z
SUB-1752418845471-o84w11hk,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T15:00:45.514Z,2025-07-13T15:00:45.514Z
SUB-1752418845471-o84w11hk,6,Email Sender Agent,sender,pending,0,{},2025-07-13T15:00:45.516Z,2025-07-13T15:00:45.516Z
SUB-1752418845471-o84w11hk,7,Final Decision Agent,decider,pending,0,{},2025-07-13T15:00:45.520Z,2025-07-13T15:00:45.520Z
SUB-1752420103918-tx3fryd5,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T15:21:43.925Z,2025-07-13T15:21:49.964Z
SUB-1752420103918-tx3fryd5,2,Sanctions Check Agent,sanctions,pending,0,{},2025-07-13T15:21:43.926Z,2025-07-13T15:21:43.926Z
SUB-1752420103918-tx3fryd5,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T15:21:43.935Z,2025-07-13T15:21:43.935Z
SUB-1752420103918-tx3fryd5,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T15:21:43.942Z,2025-07-13T15:21:43.942Z
SUB-1752420103918-tx3fryd5,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T15:21:43.946Z,2025-07-13T15:21:43.946Z
SUB-1752420103918-tx3fryd5,6,Email Sender Agent,sender,pending,0,{},2025-07-13T15:21:43.947Z,2025-07-13T15:21:43.947Z
SUB-1752420103918-tx3fryd5,7,Final Decision Agent,decider,pending,0,{},2025-07-13T15:21:43.950Z,2025-07-13T15:21:43.950Z
SUB-1752420110832-1ushejaj,8,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T15:21:50.834Z,2025-07-13T15:21:56.873Z
SUB-1752420110832-1ushejaj,9,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:21:50.834Z,2025-07-13T15:26:44.160Z
SUB-1752420110832-1ushejaj,10,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T15:21:50.838Z,2025-07-13T15:21:50.838Z
SUB-1752420110832-1ushejaj,11,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T15:21:50.845Z,2025-07-13T15:21:50.845Z
SUB-1752420110832-1ushejaj,12,Email Draft Agent,drafter,pending,0,{},2025-07-13T15:21:50.847Z,2025-07-13T15:21:50.847Z
SUB-1752420110832-1ushejaj,13,Email Sender Agent,sender,pending,0,{},2025-07-13T15:21:50.850Z,2025-07-13T15:21:50.850Z
SUB-1752420110832-1ushejaj,14,Final Decision Agent,decider,pending,0,{},2025-07-13T15:21:50.855Z,2025-07-13T15:21:50.855Z
SUB-1752420492970-cjzb1jny,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T15:28:12.971Z,2025-07-13T15:28:19.008Z
SUB-1752420492970-cjzb1jny,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:28:12.974Z,2025-07-13T15:28:36.622Z
SUB-1752420492970-cjzb1jny,3,Risk Profile Agent,risk_analyst,completed,100,"{""agent_name"":""Risk Profile Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Risk Profile Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:28:12.979Z,2025-07-13T15:28:47.465Z
SUB-1752420492970-cjzb1jny,4,Premium Calculation Agent,calculator,completed,100,"{""agent_name"":""Premium Calculation Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Premium Calculation Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:28:12.982Z,2025-07-13T15:28:51.661Z
SUB-1752420492970-cjzb1jny,5,Email Draft Agent,drafter,completed,100,"{""agent_name"":""Email Draft Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Email Draft Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true,""emailDraft"":""Email Draft Agent completed processing with fallback logic (OpenRouter temporarily unavailable)""}",2025-07-13T15:28:12.984Z,2025-07-13T15:28:55.745Z
SUB-1752420492970-cjzb1jny,6,Email Sender Agent,sender,pending,0,{},2025-07-13T15:28:12.987Z,2025-07-13T15:28:12.987Z
SUB-1752420492970-cjzb1jny,7,Final Decision Agent,decider,pending,0,{},2025-07-13T15:28:12.989Z,2025-07-13T15:28:12.989Z
UND-1752421025685-nom6uszo,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T15:37:05.687Z,2025-07-13T15:37:11.728Z
UND-1752421025685-nom6uszo,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:37:05.689Z,2025-07-13T15:43:49.203Z
UND-1752421025685-nom6uszo,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T15:37:05.692Z,2025-07-13T15:37:05.692Z
UND-1752421025685-nom6uszo,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T15:37:05.693Z,2025-07-13T15:37:05.693Z
UND-1752421025685-nom6uszo,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T15:37:05.695Z,2025-07-13T15:37:05.695Z
UND-1752421025685-nom6uszo,6,Email Sender Agent,sender,pending,0,{},2025-07-13T15:37:05.697Z,2025-07-13T15:37:05.697Z
UND-1752421025685-nom6uszo,7,Final Decision Agent,decider,pending,0,{},2025-07-13T15:37:05.706Z,2025-07-13T15:37:05.706Z
UND-1752421546254-87kqbp6g,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T15:45:46.255Z,2025-07-13T15:45:52.308Z
UND-1752421546254-87kqbp6g,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T15:45:46.256Z,2025-07-13T16:00:01.709Z
UND-1752421546254-87kqbp6g,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T15:45:46.266Z,2025-07-13T15:45:46.266Z
UND-1752421546254-87kqbp6g,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T15:45:46.276Z,2025-07-13T15:45:46.276Z
UND-1752421546254-87kqbp6g,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T15:45:46.278Z,2025-07-13T15:45:46.278Z
UND-1752421546254-87kqbp6g,6,Email Sender Agent,sender,pending,0,{},2025-07-13T15:45:46.280Z,2025-07-13T15:45:46.280Z
UND-1752421546254-87kqbp6g,7,Final Decision Agent,decider,pending,0,{},2025-07-13T15:45:46.282Z,2025-07-13T15:45:46.282Z
SUB-1752422659050-qwj97bnu,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T16:04:19.051Z,2025-07-13T16:04:25.074Z
SUB-1752422659050-qwj97bnu,2,Sanctions Check Agent,sanctions,completed,100,"{""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T16:04:19.052Z,2025-07-13T16:04:42.191Z
SUB-1752422659050-qwj97bnu,3,Risk Profile Agent,risk_analyst,pending,0,{},2025-07-13T16:04:19.054Z,2025-07-13T16:04:19.054Z
SUB-1752422659050-qwj97bnu,4,Premium Calculation Agent,calculator,pending,0,{},2025-07-13T16:04:19.056Z,2025-07-13T16:04:19.056Z
SUB-1752422659050-qwj97bnu,5,Email Draft Agent,drafter,pending,0,{},2025-07-13T16:04:19.057Z,2025-07-13T16:04:19.057Z
SUB-1752422659050-qwj97bnu,6,Email Sender Agent,sender,pending,0,{},2025-07-13T16:04:19.059Z,2025-07-13T16:04:19.059Z
SUB-1752422659050-qwj97bnu,7,Final Decision Agent,decider,pending,0,{},2025-07-13T16:04:19.060Z,2025-07-13T16:04:19.060Z
SLI-1752426170739-a0pmpzll,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T17:02:50.746Z,2025-07-13T17:03:02.843Z
SLI-1752426170739-a0pmpzll,2,Clause Checker Agent,clause_checker,completed,100,"{""agent_name"":""Clause Checker Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Clause Checker Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T17:02:50.755Z,2025-07-13T17:03:30.585Z
SLI-1752426170739-a0pmpzll,3,Rule Evaluation Agent,rule_evaluator,completed,100,"{""agent_name"":""Rule Evaluation Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Rule Evaluation Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T17:02:50.764Z,2025-07-13T17:03:40.649Z
SLI-1752426170739-a0pmpzll,4,Human Review Agent,human_reviewer,completed,100,"{""agent_name"":""Human Review Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Human Review Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T17:02:50.771Z,2025-07-13T17:03:50.711Z
SLI-1752426170739-a0pmpzll,5,Quote Drafting Agent,quote_drafter,completed,100,"{""agent_name"":""Quote Drafting Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Quote Drafting Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",2025-07-13T17:02:50.780Z,2025-07-13T17:04:00.774Z
SLI-1752426170739-a0pmpzll,6,Email Send Agent,email_sender,running,40,{},2025-07-13T17:02:50.788Z,2025-07-13T17:04:04.840Z
SLI-1752426170739-a0pmpzll,7,Negotiation Detection Agent,negotiation_detector,pending,0,{},2025-07-13T17:02:50.790Z,2025-07-13T17:02:50.790Z
SLI-1752426170739-a0pmpzll,8,State Merge Agent,state_merger,pending,0,{},2025-07-13T17:02:50.798Z,2025-07-13T17:02:50.798Z
SLI-1752426170739-a0pmpzll,9,Binder Generator Agent,binder_generator,pending,0,{},2025-07-13T17:02:50.807Z,2025-07-13T17:02:50.807Z
SLI-1752426170739-a0pmpzll,10,Audit Logger Agent,audit_logger,pending,0,{},2025-07-13T17:02:50.815Z,2025-07-13T17:02:50.815Z
SLI-1752426170739-a0pmpzll,11,Case Closure Agent,case_closure,pending,0,{},2025-07-13T17:02:50.817Z,2025-07-13T17:02:50.817Z
SLI-1752426316773-ge1jrd46,1,Data Extraction Agent,extractor,completed,100,"{""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",2025-07-13T17:05:16.777Z,2025-07-13T17:05:28.870Z
SLI-1752426316773-ge1jrd46,2,Clause Checker Agent,clause_checker,pending,0,{},2025-07-13T17:05:16.780Z,2025-07-13T17:05:16.780Z
